coverage,risk,rep,model
0.4625,0.16216216216216217,4,logreg
0.475,0.1578947368421053,4,logreg
0.4875,0.17948717948717952,4,logreg
0.5,0.17500000000000004,4,logreg
0.5125,0.1707317073170732,4,logreg
0.525,0.16666666666666663,4,logreg
0.5375,0.16279069767441856,4,logreg
0.55,0.15909090909090906,4,logreg
0.5625,0.1777777777777778,4,logreg
0.575,0.19565217391304346,4,logreg
0.5875,0.21276595744680848,4,logreg
0.6,0.22916666666666663,4,logreg
0.6125,0.24489795918367352,4,logreg
0.625,0.24,4,logreg
0.6375,0.2549019607843137,4,logreg
0.65,0.25,4,logreg
0.6625,0.26415094339622647,4,logreg
0.675,0.2592592592592593,4,logreg
0.6875,0.2545454545454545,4,logreg
0.7,0.2678571428571429,4,logreg
0.7125,0.26315789473684215,4,logreg
0.725,0.27586206896551724,4,logreg
0.7375,0.288135593220339,4,logreg
0.75,0.2833333333333333,4,logreg
0.7625,0.29508196721311475,4,logreg
0.775,0.30645161290322576,4,logreg
0.7875,0.31746031746031744,4,logreg
0.8,0.328125,4,logreg
0.8125,0.3384615384615385,4,logreg
0.825,0.3484848484848485,4,logreg
0.8375,0.34328358208955223,4,logreg
0.85,0.3382352941176471,4,logreg
0.8625,0.33333333333333337,4,logreg
0.875,0.34285714285714286,4,logreg
0.8875,0.3380281690140845,4,logreg
0.9,0.3472222222222222,4,logreg
0.9125,0.3561643835616438,4,logreg
0.925,0.3513513513513513,4,logreg
0.9375,0.36,4,logreg
0.95,0.368421052631579,4,logreg
0.9625,0.37662337662337664,4,logreg
0.975,0.3717948717948718,4,logreg
0.9875,0.379746835443038,4,logreg
1.0,0.38749999999999996,4,logreg
